violation_code,law_code,description,description_corrected
7218,Art. 248,"Transportar em veículo destinado ao transporte de passageiros, carga excedente em desacordo com o es",Transportar em veículo destinado ao transporte de passageiros carga excedente em desacordo com o estabelecido no CTB.
7226,Art. 249,"Deixar de manter acesas, à noite, as luzes de posição, quando o veículo estiver parado para fins de","Deixar de manter acesas, à noite, as luzes de posição, quando o veículo estiver parado para fins de embarque ou desembarque de passageiros, carga ou descarga de mercadorias."
7226,Art. 249,"Deixar de manter acesas, noite, as luzes de posio, quando o veculo estiver parado para fins de","Deixar de manter acesas, à noite, as luzes de posição, quando o veículo estiver parado para fins de embarque ou desembarque de passageiros, carga ou descarga de mercadorias."
7234,"Art. 250, Inc. I, alnea a",Quando o veculo estiver em movimento deixar de manter acesa a luz baixa durante a noite.,Quando o veículo estiver em movimento deixar de manter acesa a luz baixa durante a noite.
7234,"Art. 250, Inc. I, alínea a",Quando o veículo estiver em movimento deixar de manter acesa a luz baixa durante a noite.,Quando o veículo estiver em movimento deixar de manter acesa a luz baixa durante a noite.
7242,"Art. 250, I, b","Quando o veculo estiver em movimento deixar de manter acesa a luz baixa de dia, nos tneis providos","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, sob chuva, neblina ou cerração."
7242,"Art. 250, I, b","Quando o veículo estiver em movimento deixar de manter acesa a luz baixa de dia, nos túneis.","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, em túneis."
7242,"Art. 250, I, b","Quando o veículo estiver em movimento deixar de manter acesa a luz baixa de dia, sob chuva, neblina","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, sob chuva, neblina ou cerração."
7250,"Art. 250, Inc. I, alnea c","Quando o veculo estiver em movimento deixar de manter acesa a luz baixa, de dia e de noite, tratand","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, no caso de veículos de transporte coletivo de passageiros em circulação em faixas ou pistas a eles destinadas."
7250,"Art. 250, I, c","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia no caso de veículo","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, no caso de veículos de transporte coletivo de passageiros em circulação em faixas ou pistas a eles destinadas."
7269,"Art. 250, Inc. I, alnea d","Quando o veculo estiver em movimento deixar de manter acesa a luz baixa, de dia e de noite, tratand","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, no caso de motocicletas, motonetas e ciclomotores."
7269,"Art. 250, I, d","Quando o veículo estiver em movimento deixar de manter acesa a luz baixa, de dia, no caso de motocic","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, no caso de motocicletas, motonetas e ciclomotores."
7277,"Art. 250, Inc. II",Quando o veculo estiver em movimento deixar de manter acesas pelo menos as luzes de posio sob chu,"Quando o veículo estiver em movimento, deixar de manter acesas pelo menos as luzes de posição sob chuva forte, neblina ou cerração."
7285,"Art. 250, Inc. III","Quando o veculo estiver em movimento deixar de manter a placa traseira iluminada, noite.","Quando o veículo estiver em movimento deixar de manter a placa traseira iluminada, noite."
7285,"Art. 250, Inc. III","Quando o veículo estiver em movimento deixar de manter a placa traseira iluminada, à noite.","Quando o veículo estiver em movimento deixar de manter a placa traseira iluminada, à noite."
7293,"Art. 251, Inc. I","Utilizar as luzes do veculo, o pisca-alerta, exceto em imobilizaes ou situaes de emergncia.","Utilizar as luzes do veículo, o pisca-alerta, exceto em imobilizações ou situações de emergência."
7293,"Art. 251, Inc. I","Utilizar as luzes do veículo, o pisca-alerta, exceto em imobilizações ou situações de emergência.","Utilizar as luzes do veículo, o pisca-alerta, exceto em imobilizações ou situações de emergência."
7307,"Art. 251, Inc. II","Utilizar as luzes do veículo, baixa e alta, de forma intermitente, exceto quando permitido pelo CTB.","Utilizar as luzes do veículo, baixa e alta, de forma intermitente, exceto quando permitido pelo CTB."
7315,"Art. 252, Inc. I",Dirigir o veculo com o brao do lado de fora.,Dirigir o veículo com o braço do lado de fora.
7315,"Art. 252, Inc. I",Dirigir o veículo com o braço do lado de fora.,Dirigir o veículo com o braço do lado de fora.
7323,"Art. 252, Inc. II",Dirigir o veculo transportando animais sua esquerda ou entre os braos e pernas.,Dirigir o veículo transportando animais sua à esquerda ou entre os braços e pernas.
7323,"Art. 252, Inc. II","Dirigir o veculo transportando pessoas, sua esquerda ou entre os braos e pernas.","Dirigir o veículo transportando pessoas, sua à esquerda ou entre os braços e pernas."
7323,"Art. 252, Inc. II",Dirigir o veculo transportando volume sua esquerda ou entre os braos e pernas.,Dirigir o veículo transportando volume sua à esquerda ou entre os braços e pernas.
7323,"Art. 252, Inc. II",Dirigir o veículo transportando animais à sua esquerda ou entre os braços e pernas.,Dirigir o veículo transportando animais à sua à esquerda ou entre os braços e pernas.
7323,"Art. 252, Inc. II","Dirigir o veículo transportando pessoas, à sua esquerda ou entre os braços e pernas.","Dirigir o veículo transportando pessoas, à sua à esquerda ou entre os braços e pernas."
7331,"Art. 252, Inc. III",Dirigir o veculo com incapacidade fsica ou mental temporria que comprometa a segurana do trnsit,Dirigir o veículo com incapacidade física ou mental temporária que comprometa a segurança do trânsito.
7331,"Art. 252, Inc. III",Dirigir o veículo com incapacidade física ou mental temporária que comprometa a segurança do trânsit,Dirigir o veículo com incapacidade física ou mental temporária que comprometa a segurança do trânsito.
7340,"Art. 252, Inc. IV",Dirigir o veculo usando calado que no se firme nos ps ou que comprometa a utilizao dos pedais.,Dirigir o veículo usando calçado que no se firme nos pés ou que comprometa a utilização dos pedais.
7340,"Art. 252, Inc. IV",Dirigir o veículo usando calçado que não se firme nos pés ou que comprometa a utilização dos pedais.,Dirigir o veículo usando calçado que não se firme nos pés ou que comprometa a utilização dos pedais.
7358,"Art. 252, Inc. V","Dirigir o veculo com apenas uma das mos, exceto quando permitido pelo CTB.","Dirigir o veículo com apenas uma das mãos, exceto quando permitido pelo CTB."
7358,"Art. 252, Inc. V","Dirigir o veículo com apenas uma das mãos, exceto quando permitido pelo CTB.","Dirigir o veículo com apenas uma das mãos, exceto quando permitido pelo CTB."
7366,"Art. 252, Inc. VI",Dirigir o veculo utilizando-se de fones nos ouvidos conectados aparelhagem sonora.,Dirigir o veículo utilizando-se de fones nos ouvidos conectados à aparelhagem sonora.
7366,"Art. 252, Inc. VI",Dirigir o veculo utilizando-se de telefone celular.,Dirigir o veículo utilizando-se de telefone celular.
7366,"Art. 252, Inc. VI",Dirigir o veículo utilizando-se de fones nos ouvidos conectados à aparelhagem sonora.,Dirigir o veículo utilizando-se de fones nos ouvidos conectados à aparelhagem sonora.
7366,"Art. 252, Inc. VI",Dirigir o veículo utilizando-se de telefone celular.,Dirigir o veículo utilizando-se de telefone celular.
7374,Art. 253,Bloquear a via com veculo.,Bloquear a via com veículo.
7374,Art. 253,Bloquear a via com veículo.,Bloquear a via com veículo.
7404,"Art. 254, Inc. III","proibido ao pedestre atravessar a via dentro das reas de cruzamento, exceto onde permitido pela s","É proibido ao pedestre atravessar a via dentro das áreas de cruzamento, exceto onde permitido pela sinalização."
7439,"Art. 254, Inc. VI",É proibido ao pedestre desobedecer à sinalização de trânsito específica.,É proibido ao pedestre desobedecer à sinalização de trânsito específica.
7439,"Art. 254, Inc. VI",proibido ao pedestre desobedecer sinalizao de trnsito especfica.,É proibido ao pedestre desobedecer à sinalização de trânsito específica.
7455,"Art. 218, Inc. I",Transitar em velocidade superior à máxima permitida para o local em até 20% (vinte por cento).,Transitar em velocidade superior à máxima permitida para o local em até 20% (vinte por cento).
7455,"Art. 218, Inc. I",Transitar em velocidade superior mxima permitida para o local em at 20% (vinte por cento).,Transitar em velocidade superior à máxima permitida para o local em até 20% (vinte por cento).
7463,"Art. 218, Inc. II",Transitar em velocidade superior à máxima permitida para o local em mais de 20% (vinte por cento) at,Transitar em velocidade superior à máxima permitida para o local em mais de 20% (vinte por cento) até 50% (cinquenta por cento).
7463,"Art. 218, Inc. II",Transitar em velocidade superior mxima permitida para o local em mais de 20% (vinte por cento) at,Transitar em velocidade superior à máxima permitida para o local em mais de 20% (vinte por cento) até 50% (cinquenta por cento).
7471,"Art. 218, Inc. III",Transitar em velocidade superior à máxima permitida para o local em mais de 50%.,Transitar em velocidade superior à máxima permitida para o local em mais de 50%.
7471,"Art. 218, Inc. III",Transitar em velocidade superior mxima permitida para o local em mais de 50%.,Transitar em velocidade superior à máxima permitida para o local em mais de 50%.
7579,Art. 165-A,"Recusar-se a ser submetido a teste, exame clínico, perícia ou outro procedimento que permita certifi","Recusar-se a ser submetido a teste, exame clínico, perícia ou outro procedimento que permita certificar influência de álcool ou outra substância psicoativa."
7579,Art. 165-A,"Recusar-se a ser submetido a teste, exame clnico, percia ou outro procedimento que permita certifi","Recusar-se a ser submetido a teste, exame clínico, perícia ou outro procedimento que permita certificar influência de álcool ou outra substância psicoativa."
7587,"Art. 184, Inc. III",Transitar na faixa ou via exclusiva regulam. p/ transp. pbl. coletivo passag.,Transitar na faixa ou via exclusiva regulamentada para transporte público coletivo de passageiros.
7587,"Art. 184, Inc. III",Transitar na faixa ou via exclusiva regulam. p/ transp. públ. coletivo passag.,Transitar na faixa ou via exclusiva regulamentada para transporte público coletivo de passageiros.
7617,Art. 253-A,"Usar qualquer veculo para, deliberadamente, interromper circulao na via sem autorizao do rgo.","Usar veículo para, deliberadamente, interromper a circulação na via sem autorização do órgão ou entidade de trânsito com circunscrição sobre ela."
7617,Art. 253-A,"Usar qualquer veículo para, deliberadamente, interromper circulação na via sem autorização do órgão.","Usar veículo para, deliberadamente, interromper a circulação na via sem autorização do órgão ou entidade de trânsito com circunscrição sobre ela."
7617,ART. 253-A,"Usar veculo para, deliberadamente, perturbar circulao na via sem autorizao do rgo.","Usar veículo para, deliberadamente, perturbar a circulação na via sem autorização do órgão ou entidade de trânsito com circunscrição sobre ela."
7617,Art. 253-A,"Usar veículo para, deliberadamente, restringir circulação na via sem autorização do órgão.","Usar veículo para, deliberadamente, restringir a circulação na via sem autorização do órgão ou entidade de trânsito com circunscrição sobre ela."
7625,"ARt. 181, inc. XX","Estacionar o veculo nas vagas reservadas aos idosos, sem credencial que comprove tal condio.","Estacionar o veículo nas vagas reservadas aos idosos, sem credencial que comprove tal condição."
7625,"Art. 181, inc. XX","Estacionar o veculo nas vagas reservadas s pessoas com deficincia, sem credencial que comprove ta","Estacionar o veículo nas vagas reservadas às pessoas com deficiência, sem credencial que comprove tal condição."
7625,"ARt. 181, inc. XX","Estacionar o veículo nas vagas reservadas aos idosos, sem credencial que comprove tal condição.","Estacionar o veículo nas vagas reservadas aos idosos, sem credencial que comprove tal condição."
7625,"Art. 181, inc. XX","Estacionar o veículo nas vagas reservadas às pessoas com deficiência, sem credencial que comprove ta","Estacionar o veículo nas vagas reservadas às pessoas com deficiência, sem credencial que comprove tal condição."
7633,"Art. 252, nico",Dirigir o veculo manuseando o telefone celular.,Dirigir o veículo manuseando o telefone celular.
7633,"Art. 252, nico",Dirigir o veculo segurando o telefone celular.,Dirigir o veículo manuseando o telefone celular.
7633,"Art. 252, §único",Dirigir o veículo manuseando o telefone celular.,Dirigir o veículo manuseando o telefone celular.
7633,"Art. 252, §único",Dirigir o veículo segurando o telefone celular.,Dirigir o veículo manuseando o telefone celular.
7670,"Art. 182, XI",Parar o veículo sobre ciclovia ou ciclofaixa.,Parar o veículo sobre ciclovia ou ciclofaixa.
7684,"Art. 244, X","Conduzir motocicleta, motoneta ou ciclomotor com a utilização de capacete de segurança sem viseira o","Conduzir motocicleta, motoneta ou ciclomotor com viseira ou óculos de proteção em desacordo com a regulamentação do CONTRAN."
7684,"Art. 244, X","Conduzir motocicleta, motoneta ou ciclomotor com viseira ou óculos de proteção em desacordo com a re","Conduzir motocicleta, motoneta ou ciclomotor com viseira ou óculos de proteção em desacordo com a regulamentação do CONTRAN."
7714,"Art. 244, XI","Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro com o capacete de segurança co","Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro com capacete de segurança com viseira ou óculos de proteção em desacordo com a regulamentação do CONTRAN."
7714,"Art. 244, XI","Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro com o capacete de segurança se","Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro com capacete de segurança com viseira ou óculos de proteção em desacordo com a regulamentação do CONTRAN."
7722,"Art. 250, I, e","Em movimento deixar de manter acesa a luz baixa de dia, em rodovias de pista simples situadas fora d","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, em rodovias de pista simples situadas fora dos perímetros urbanos, no caso de veículos desprovidos de luzes de rodagem diurna."
7765,"Art. 278, § único c/c 210",FUGIR O CONDUTOR A ACAO POLICIAL,Fugir à ação policial.
