semaforo	street_code	street_name	score	raw_location	location_index
671	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
671	73890	Rua Coronel João Batista do Rego Barros	1.000	Rua Cel. João Batista do Rêgo Barros	2
672	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
672	33359	Rua Dr João Asfora	0.750	Rua Dr. João Asfora	2
673	40371	Avenida General Mac Arthur	1.000	Av. Gal. Mac. Arthur	1
674	18481	Avenida Cruz Cabuga	1.000	Av. Cruz Cabugá	1
674	50016	Rua Pedro Afonso	0.750	Rua Dr. Pedro Afonso	2
675	73237	Rua Amélia	1.000	Rua Amélia	1
675	22624	Rua Esmeraldino Bandeira	1.000	Rua Esmeraldino Bandeira	2
676	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte	1
676	47848	Rua Oscar de Barros	1.000	Rua Oscar de Barros	2
677	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte	1
677	2976	Rua Alto da Bela Vista	0.667	Rua Bella Vista	2
678	32956	Rua Jener de Souza	0.667	Rua Jenner de Souza	1
679	11738	Avenida Conde da Boa Vista	1.000	Av. Conde da Boa Vista	1
679	35190	Rua José de Alencar	1.000	Rua José de Alencar	2
680	11738	Avenida Conde da Boa Vista	1.000	Av. Conde da Boa Vista	1
681	11738	Avenida Conde da Boa Vista	1.000	Av. Conde da Boa Vista	1
681	46337	Rua das Ninfas	1.000	Rua das Ninfas	2
682	11738	Avenida Conde da Boa Vista	1.000	Av. Conde da Boa Vista	1
682	30341	Rua Padre Inglês	1.000	Rua Padre Inglês	2
683	11738	Avenida Conde da Boa Vista	1.000	Av. Conde da Boa Vista	1
684	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
685	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
686	59382	Avenida Conselheiro Rosa e Silva	1.000	Av. Conselheiro Rosa e Silva	1
686	46124	Rua Neto Mendonça	1.000	Rua Neto de Mendonça	2
687	175	Avenida Engenheiro Abdias de Carvalho	1.000	Av. Abdias de Carvalho	1
688	175	Avenida Engenheiro Abdias de Carvalho	1.000	Av. Abdias de Carvalho	1
689	10596	Avenida Beira Rio	1.000	Av. Beira Rio	1
689	19267	Rua Demóstenes de Olinda	1.000	Rua Demóstenes Olinda	2
690	10596	Avenida Beira Rio	1.000	Av. Beira Rio	1
691	10596	Avenida Beira Rio	1.000	Av. Beira Rio	1
692	10596	Avenida Beira Rio	1.000	Av. Beira Rio	1
693	53775	Avenida General San Martin	1.000	Av. Gal. San Martin	1
694	59080	Rua Padre Roma	1.000	Rua Pe. Roma	1
694	61069	Rua Tito Rosas	0.667	Rua Tito Rosa	2
695	59080	Rua Padre Roma	1.000	Rua Pe. Roma	1
695	54500	Rua Sebastião Malta Arcoverde	1.000	Rua Sebastião Malta Arcoverde	2
696	28517	Rua da Harmonia	1.000	Rua da Harmonia	1
696	45586	Rua Conselheiro Nabuco	1.000	Rua Conselheiro Nabuco	2
697	57398	Rua Ribeiro de Brito	1.000	Rua Ribeiro de Brito	1
697	5266	Rua Coronel Anizio Rodrigues Coelho	1.000	Rua Cel. Anízio Rodrigues Coelho	2
698	12629	Rua Bruno Veloso	1.000	Rua Bruno Veloso	1
698	5266	Rua Coronel Anizio Rodrigues Coelho	1.000	Rua Cel. Anízio Rodrigues Coelho	2
699	12629	Rua Bruno Veloso	1.000	Rua Bruno Veloso	1
699	1180	Rua Agenor Lopes	1.000	Rua Agenor Lopes	2
700	12629	Rua Bruno Veloso	1.000	Rua Bruno Veloso	1
701	12629	Rua Bruno Veloso	1.000	Rua Bruno Veloso	1
702	94323	Rua Senzala	1.000	Rua Senzala	1
702	20001	Rua Dois Irmãos	1.000	Rua Dois Irmãos	2
703	57142	Avenida Consul Joseph Noujaim	0.500	Av. República Árabe Unida	1
703	125040	Entrada  Avenida República do Líbano	1.000	Av. República do Líbano	2
704	56871	Avenida Recife	1.000	Av. Recife	1
704	85200	Rua Maestro Alcides Leão	1.000	Rua Maestro Alcides Leão	2
705	56871	Avenida Recife	1.000	Av. Recife	1
705	707058	Rua Lourival Bandeira de Melo	0.750	Rua Laura Bandeira de Melo	2
706	36641	Avenida Doutor José Rufino	1.000	Av. Dr. José Rufino	1
707	20052	Avenida Dois Rios	1.000	Av. Dois Rios	1
707	80705	Ladeira da Cohab	1.000	Ladeira da Cohab	2
708	82171	Travessa Padre Carapuceiro	1.000	Travessa Pe. Carapuceiro	1
709	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
709	77399	Rua Uniflor	1.000	Rua Uniflor	2
710	35807	Avenida Engenheiro José Estelita	1.000	Av. Eng. José Estelita	1
711	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
711	36137	Rua José Luiz da Silveira Barros	0.800	Rua Jose Luis da Silveira Barros	2
712	41750	Rua Manuel de Medeiros	0.750	Rua Dom Manuel de Medeiros	1
